,Absolute path,Class label
832,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0832.jpg,0
1249,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0199.jpg,1
1160,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0110.jpg,1
1608,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0558.jpg,1
1789,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0739.jpg,1
1233,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0183.jpg,1
2053,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1003.jpg,1
666,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0666.jpg,0
1379,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0329.jpg,1
1675,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0625.jpg,1
726,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0726.jpg,0
1143,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0093.jpg,1
86,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0086.jpg,0
184,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0184.jpg,0
1331,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0281.jpg,1
447,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0447.jpg,0
351,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0351.jpg,0
1836,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0786.jpg,1
1510,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0460.jpg,1
1153,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0103.jpg,1
801,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0801.jpg,0
1778,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0728.jpg,1
954,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0954.jpg,0
834,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0834.jpg,0
1075,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0025.jpg,1
1314,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0264.jpg,1
620,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0620.jpg,0
681,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0681.jpg,0
652,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0652.jpg,0
176,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0176.jpg,0
1107,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0057.jpg,1
1005,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1005.jpg,0
42,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0042.jpg,0
1389,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0339.jpg,1
1392,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0342.jpg,1
1008,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1008.jpg,0
1780,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0730.jpg,1
363,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0363.jpg,0
1559,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0509.jpg,1
609,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0609.jpg,0
857,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0857.jpg,0
1538,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0488.jpg,1
1550,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0500.jpg,1
1463,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0413.jpg,1
1526,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0476.jpg,1
358,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0358.jpg,0
459,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0459.jpg,0
1301,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0251.jpg,1
2000,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0950.jpg,1
1612,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0562.jpg,1
1192,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0142.jpg,1
46,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0046.jpg,0
210,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0210.jpg,0
901,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0901.jpg,0
1998,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0948.jpg,1
1695,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0645.jpg,1
548,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0548.jpg,0
1850,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0800.jpg,1
515,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0515.jpg,0
1912,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0862.jpg,1
581,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0581.jpg,0
1955,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0905.jpg,1
388,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0388.jpg,0
2032,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0982.jpg,1
663,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0663.jpg,0
295,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0295.jpg,0
287,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0287.jpg,0
338,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0338.jpg,0
2069,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1019.jpg,1
434,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0434.jpg,0
477,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0477.jpg,0
48,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0048.jpg,0
579,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0579.jpg,0
569,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0569.jpg,0
406,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0406.jpg,0
22,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0022.jpg,0
1125,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0075.jpg,1
371,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0371.jpg,0
486,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0486.jpg,0
1232,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0182.jpg,1
1732,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0682.jpg,1
648,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0648.jpg,0
1845,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0795.jpg,1
824,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0824.jpg,0
1975,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0925.jpg,1
1640,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0590.jpg,1
1022,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1022.jpg,0
458,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0458.jpg,0
1024,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1024.jpg,0
1241,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0191.jpg,1
1692,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0642.jpg,1
903,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0903.jpg,0
273,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0273.jpg,0
1882,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0832.jpg,1
329,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0329.jpg,0
1774,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0724.jpg,1
601,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0601.jpg,0
367,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0367.jpg,0
1205,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0155.jpg,1
1558,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0508.jpg,1
1641,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0591.jpg,1
258,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0258.jpg,0
234,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0234.jpg,0
815,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0815.jpg,0
851,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0851.jpg,0
421,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0421.jpg,0
612,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0612.jpg,0
2063,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1013.jpg,1
1196,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0146.jpg,1
724,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0724.jpg,0
1299,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0249.jpg,1
758,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0758.jpg,0
1814,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0764.jpg,1
566,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0566.jpg,0
2092,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1042.jpg,1
122,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0122.jpg,0
1922,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0872.jpg,1
582,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0582.jpg,0
1292,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0242.jpg,1
981,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0981.jpg,0
1929,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0879.jpg,1
568,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0568.jpg,0
1947,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0897.jpg,1
479,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0479.jpg,0
1794,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0744.jpg,1
34,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0034.jpg,0
2083,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1033.jpg,1
54,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0054.jpg,0
629,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0629.jpg,0
75,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0075.jpg,0
842,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0842.jpg,0
1264,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0214.jpg,1
274,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0274.jpg,0
638,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0638.jpg,0
71,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0071.jpg,0
1586,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0536.jpg,1
507,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0507.jpg,0
872,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0872.jpg,0
1449,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0399.jpg,1
399,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0399.jpg,0
1537,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0487.jpg,1
637,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0637.jpg,0
730,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0730.jpg,0
164,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0164.jpg,0
623,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0623.jpg,0
1985,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0935.jpg,1
400,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0400.jpg,0
640,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0640.jpg,0
1300,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0250.jpg,1
128,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0128.jpg,0
1595,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0545.jpg,1
1958,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0908.jpg,1
1522,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0472.jpg,1
805,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0805.jpg,0
381,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0381.jpg,0
978,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0978.jpg,0
564,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0564.jpg,0
1903,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0853.jpg,1
226,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0226.jpg,0
1855,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0805.jpg,1
915,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0915.jpg,0
897,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0897.jpg,0
169,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0169.jpg,0
1769,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0719.jpg,1
1307,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0257.jpg,1
1945,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0895.jpg,1
1147,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0097.jpg,1
1394,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0344.jpg,1
1452,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0402.jpg,1
1428,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0378.jpg,1
1519,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0469.jpg,1
1898,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0848.jpg,1
1151,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0101.jpg,1
1725,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0675.jpg,1
843,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0843.jpg,0
968,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0968.jpg,0
889,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0889.jpg,0
1401,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0351.jpg,1
1038,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1038.jpg,0
1867,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0817.jpg,1
1198,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0148.jpg,1
426,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0426.jpg,0
1367,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0317.jpg,1
1668,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0618.jpg,1
946,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0946.jpg,0
1596,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0546.jpg,1
1970,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0920.jpg,1
1968,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0918.jpg,1
66,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0066.jpg,0
1140,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0090.jpg,1
2095,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1045.jpg,1
1437,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0387.jpg,1
1531,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0481.jpg,1
372,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0372.jpg,0
1350,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0300.jpg,1
1601,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0551.jpg,1
796,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0796.jpg,0
318,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0318.jpg,0
1869,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0819.jpg,1
215,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0215.jpg,0
337,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0337.jpg,0
1272,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0222.jpg,1
1545,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0495.jpg,1
1589,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0539.jpg,1
1110,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0060.jpg,1
664,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0664.jpg,0
937,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0937.jpg,0
101,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0101.jpg,0
1818,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0768.jpg,1
1844,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0794.jpg,1
1655,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0605.jpg,1
785,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0785.jpg,0
220,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0220.jpg,0
78,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0078.jpg,0
690,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0690.jpg,0
1584,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0534.jpg,1
1900,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0850.jpg,1
547,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0547.jpg,0
1457,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0407.jpg,1
1098,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0048.jpg,1
1620,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0570.jpg,1
1218,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0168.jpg,1
1942,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0892.jpg,1
496,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0496.jpg,0
819,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0819.jpg,0
578,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0578.jpg,0
1004,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1004.jpg,0
1723,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0673.jpg,1
1885,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0835.jpg,1
1507,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0457.jpg,1
1453,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0403.jpg,1
822,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0822.jpg,0
1651,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0601.jpg,1
422,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0422.jpg,0
1990,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0940.jpg,1
1564,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0514.jpg,1
1468,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0418.jpg,1
1560,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0510.jpg,1
1432,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0382.jpg,1
1363,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0313.jpg,1
168,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0168.jpg,0
911,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0911.jpg,0
1810,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0760.jpg,1
873,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0873.jpg,0
1865,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0815.jpg,1
1081,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0031.jpg,1
534,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0534.jpg,0
199,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0199.jpg,0
185,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0185.jpg,0
279,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0279.jpg,0
733,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0733.jpg,0
460,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0460.jpg,0
481,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0481.jpg,0
29,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0029.jpg,0
1215,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0165.jpg,1
232,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0232.jpg,0
651,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0651.jpg,0
1094,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0044.jpg,1
1886,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0836.jpg,1
270,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0270.jpg,0
587,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0587.jpg,0
161,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0161.jpg,0
1007,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1007.jpg,0
1731,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0681.jpg,1
1907,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0857.jpg,1
717,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0717.jpg,0
2010,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0960.jpg,1
788,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0788.jpg,0
165,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0165.jpg,0
1309,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0259.jpg,1
1571,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0521.jpg,1
706,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0706.jpg,0
757,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0757.jpg,0
1629,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0579.jpg,1
987,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0987.jpg,0
1966,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0916.jpg,1
1342,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0292.jpg,1
366,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0366.jpg,0
1365,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0315.jpg,1
1121,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0071.jpg,1
375,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0375.jpg,0
907,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0907.jpg,0
344,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0344.jpg,0
1632,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0582.jpg,1
216,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0216.jpg,0
896,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0896.jpg,0
604,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0604.jpg,0
1964,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0914.jpg,1
315,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0315.jpg,0
2070,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1020.jpg,1
1802,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0752.jpg,1
1387,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0337.jpg,1
1276,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0226.jpg,1
1879,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0829.jpg,1
1547,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0497.jpg,1
37,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0037.jpg,0
1216,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0166.jpg,1
342,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0342.jpg,0
997,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0997.jpg,0
996,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0996.jpg,0
1540,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0490.jpg,1
1202,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0152.jpg,1
1932,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0882.jpg,1
113,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0113.jpg,0
1102,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0052.jpg,1
1837,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0787.jpg,1
98,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0098.jpg,0
3,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0003.jpg,0
494,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0494.jpg,0
634,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0634.jpg,0
1025,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1025.jpg,0
1262,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0212.jpg,1
716,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0716.jpg,0
858,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0858.jpg,0
942,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0942.jpg,0
2054,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1004.jpg,1
83,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0083.jpg,0
1881,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0831.jpg,1
2028,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0978.jpg,1
854,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0854.jpg,0
1666,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0616.jpg,1
1398,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0348.jpg,1
242,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0242.jpg,0
1580,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0530.jpg,1
784,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0784.jpg,0
95,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0095.jpg,0
1980,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0930.jpg,1
642,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0642.jpg,0
11,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0011.jpg,0
1920,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0870.jpg,1
526,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0526.jpg,0
408,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0408.jpg,0
1369,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0319.jpg,1
1733,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0683.jpg,1
238,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0238.jpg,0
945,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0945.jpg,0
1145,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0095.jpg,1
1718,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0668.jpg,1
209,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0209.jpg,0
1016,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1016.jpg,0
430,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0430.jpg,0
1062,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0012.jpg,1
91,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0091.jpg,0
1750,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0700.jpg,1
239,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0239.jpg,0
